"time","irradiance_ghi","ambient_temp","cloud_cover_pct","wind_speed","humidity_pct","city","cell_temp","dc_power_w","ac_power_w","ac_power_kw","hour","month","day_of_year","is_day","day","is_daytime","Predicted_Power","Prediction_Error"
2023-01-01,0,24.5,0,5.6,85,"Chennai",24.5,0,0,0,0,1,1,0,1,0,-2.07495132187319e-15,2.07495132187319e-15
2023-01-01 01:00:00,0,23.9,0,4.5,89,"Chennai",23.9,0,0,0,1,1,1,0,1,0,-2.3809565430355e-15,2.3809565430355e-15
2023-01-01 02:00:00,0,22.8,2,2.5,96,"Chennai",22.8,0,0,0,2,1,1,0,1,0,-2.55298560070116e-15,2.55298560070116e-15
2023-01-01 03:00:00,0,21.9,100,1.8,98,"Chennai",21.9,0,0,0,3,1,1,0,1,0,-2.57910359735547e-15,2.57910359735547e-15
2023-01-01 04:00:00,0,21.4,100,2.9,97,"Chennai",21.4,0,0,0,4,1,1,0,1,0,-2.59139931735319e-15,2.59139931735319e-15
2023-01-01 05:00:00,0,21.3,100,4,95,"Chennai",21.3,0,0,0,5,1,1,0,1,0,-2.63322696980595e-15,2.63322696980595e-15
2023-01-01 06:00:00,0,21.6,99,5.1,94,"Chennai",21.6,0,0,0,6,1,1,0,1,1,-1.54881663050332e-15,1.54881663050332e-15
2023-01-01 07:00:00,40,22,100,7.7,96,"Chennai",23.25,12.8896,12.374016,0.012374016,7,1,1,1,1,1,0.012411270257408,3.72542574080016e-05
2023-01-01 08:00:00,157,23,58,6.6,94,"Chennai",27.90625,49.65596,47.6697216,0.0476697216,8,1,1,1,1,1,0.047616849827328,5.28717726720127e-05
2023-01-01 09:00:00,295,25,70,3.6,84,"Chennai",34.21875,90.919,87.28224,0.08728224,9,1,1,1,1,1,0.087275513701632,6.7262983680233e-06
2023-01-01 10:00:00,532,26.5,81,1.6,77,"Chennai",43.125,157.8976,151.581696,0.151581696,10,1,1,1,1,1,0.1514947662464,8.69297536000846e-05
2023-01-01 11:00:00,761,27.6,13,0.4,71,"Chennai",51.38125,217.822552,209.10964992,0.20910964992,11,1,1,1,1,1,0.209111961542912,2.31162291178255e-06
2023-01-01 12:00:00,816,28.2,82,2.9,67,"Chennai",53.7,231.143424,221.89768704,0.22189768704,12,1,1,1,1,1,0.221801577738496,9.61093015042491e-05
2023-01-01 13:00:00,798,28.5,94,5.1,64,"Chennai",53.4375,226.3128,217.260288,0.217260288,13,1,1,1,1,1,0.217307226743808,4.69387438083169e-05
2023-01-01 14:00:00,706,28.5,94,6.9,65,"Chennai",50.5625,202.81968,194.7068928,0.1947068928,14,1,1,1,1,1,0.1946776680256,2.92247744002605e-05
2023-01-01 15:00:00,550,27.8,86,10.5,69,"Chennai",44.9875,161.9288,155.451648,0.155451648,15,1,1,1,1,1,0.155479228001024,2.7580001024069e-05
2023-01-01 16:00:00,347,26.5,70,13,74,"Chennai",37.34375,105.5574,101.335104,0.101335104,16,1,1,1,1,1,0.101446239216128,0.000111135216128086
2023-01-01 17:00:00,132,25.8,88,11.2,77,"Chennai",29.925,41.407872,39.75155712,0.03975155712,17,1,1,1,1,1,0.0396769530432,7.46040768000097e-05
2023-01-01 18:00:00,6,24.9,77,8.9,82,"Chennai",25.0875,1.919328,1.84255488,0.00184255488,18,1,1,1,1,1,0.001841836602368,7.18277632003788e-07
2023-01-01 19:00:00,0,24.5,50,7.4,84,"Chennai",24.5,0,0,0,19,1,1,0,1,0,-2.78574385781383e-15,2.78574385781383e-15
2023-01-01 20:00:00,0,24,36,6.3,86,"Chennai",24,0,0,0,20,1,1,0,1,0,-2.79343215225936e-15,2.79343215225936e-15
2023-01-01 21:00:00,0,23.6,63,6.2,87,"Chennai",23.6,0,0,0,21,1,1,0,1,0,-2.79648526557708e-15,2.79648526557708e-15
2023-01-01 22:00:00,0,23.1,80,7.2,89,"Chennai",23.1,0,0,0,22,1,1,0,1,0,-2.79778977763101e-15,2.79778977763101e-15
2023-01-01 23:00:00,0,22.6,38,8.7,90,"Chennai",22.6,0,0,0,23,1,1,0,1,0,-2.74380518305861e-15,2.74380518305861e-15
2023-01-02,0,22.5,30,8.1,89,"Chennai",22.5,0,0,0,0,1,2,0,2,0,-2.35281238936125e-15,2.35281238936125e-15
2023-01-02 01:00:00,0,22.2,47,8.4,91,"Chennai",22.2,0,0,0,1,1,2,0,2,0,-2.78940759379509e-15,2.78940759379509e-15
2023-01-02 02:00:00,0,22,7,7.6,93,"Chennai",22,0,0,0,2,1,2,0,2,0,-2.76534350973634e-15,2.76534350973634e-15
2023-01-02 03:00:00,0,22.1,14,7,93,"Chennai",22.1,0,0,0,3,1,2,0,2,0,-2.77441958296265e-15,2.77441958296265e-15
2023-01-02 04:00:00,0,21.8,17,8.3,94,"Chennai",21.8,0,0,0,4,1,2,0,2,0,-2.79365419686428e-15,2.79365419686428e-15
2023-01-02 05:00:00,0,23.5,10,4.7,89,"Chennai",23.5,0,0,0,5,1,2,0,2,0,-2.71652145222845e-15,2.71652145222845e-15
2023-01-02 06:00:00,0,23.2,9,6.2,89,"Chennai",23.2,0,0,0,6,1,2,0,2,1,-1.61010094146263e-15,1.61010094146263e-15
2023-01-02 07:00:00,45,24.6,13,3.1,83,"Chennai",26.00625,14.34204,13.7683584,0.0137683584,7,1,2,1,2,1,0.01380364882176,3.52904217600074e-05
2023-01-02 08:00:00,210,25.6,41,2.6,80,"Chennai",32.1625,65.27472,62.6637312,0.0626637312,8,1,2,1,2,1,0.0628100855541761,0.000146354354176106
2023-01-02 09:00:00,439,27.1,57,8,68,"Chennai",40.81875,131.591128,126.32748288,0.12632748288,9,1,2,1,2,1,0.126239878052864,8.76048271359897e-05
2023-01-02 10:00:00,584,27.6,10,9.6,67,"Chennai",45.85,171.294208,164.44243968,0.16444243968,10,1,2,1,2,1,0.164675896681984,0.000233457001983933
2023-01-02 11:00:00,745,28,10,9.3,65,"Chennai",51.28125,213.3382,204.804672,0.204804672,11,1,2,1,2,1,0.204858428892416,5.37568924157961e-05
2023-01-02 12:00:00,815,28.2,15,9.4,64,"Chennai",53.66875,230.89276,221.6570496,0.2216570496,12,1,2,1,2,1,0.221615389442048,4.16601579522335e-05
2023-01-02 13:00:00,794,28.1,13,9.3,64,"Chennai",52.9125,225.711968,216.68348928,0.21668348928,13,1,2,1,2,1,0.216729830618368,4.63413383682831e-05
2023-01-02 14:00:00,701,27.9,21,8.8,66,"Chennai",49.80625,202.061848,193.97937408,0.19397937408,14,1,2,1,2,1,0.194009806769408,3.04326894081386e-05
2023-01-02 15:00:00,547,27.5,14,8.6,66,"Chennai",44.59375,161.32124,154.8683904,0.1548683904,15,1,2,1,2,1,0.154951730577408,8.33401774079368e-05
2023-01-02 16:00:00,342,27,64,9.3,68,"Chennai",37.6875,103.88592,99.7304832,0.0997304832,16,1,2,1,2,1,0.0999184665131519,0.000187983313151868
2023-01-02 17:00:00,129,26.3,92,8.8,73,"Chennai",30.33125,40.399704,38.78371584,0.03878371584,17,1,2,1,2,1,0.038838779803904,5.50639639039924e-05
2023-01-02 18:00:00,5,25.5,8,8.2,75,"Chennai",25.65625,1.5958,1.531968,0.001531968,18,1,2,1,2,1,0.0015475748096,1.56068095999993e-05
2023-01-02 19:00:00,0,25.2,14,8.1,76,"Chennai",25.2,0,0,0,19,1,2,0,2,0,-2.78127521013971e-15,2.78127521013971e-15
2023-01-02 20:00:00,0,24.9,45,7.1,78,"Chennai",24.9,0,0,0,20,1,2,0,2,0,-2.79798406666032e-15,2.79798406666032e-15
2023-01-02 21:00:00,0,24.4,97,6,80,"Chennai",24.4,0,0,0,21,1,2,0,2,0,-2.79964940119726e-15,2.79964940119726e-15
2023-01-02 22:00:00,0,23.5,34,7.7,85,"Chennai",23.5,0,0,0,22,1,2,0,2,0,-2.80961365284327e-15,2.80961365284327e-15
2023-01-02 23:00:00,0,23,7,8.7,86,"Chennai",23,0,0,0,23,1,2,0,2,0,-2.73636668879362e-15,2.73636668879362e-15
2023-01-03,0,22.8,5,8.8,87,"Chennai",22.8,0,0,0,0,1,3,0,3,0,-2.33651986647487e-15,2.33651986647487e-15
2023-01-03 01:00:00,0,23,14,7.8,85,"Chennai",23,0,0,0,1,1,3,0,3,0,-2.80769851812579e-15,2.80769851812579e-15
2023-01-03 02:00:00,0,22.9,22,6.9,85,"Chennai",22.9,0,0,0,2,1,3,0,3,0,-2.82521228633925e-15,2.82521228633925e-15
2023-01-03 03:00:00,0,22.5,37,6.3,88,"Chennai",22.5,0,0,0,3,1,3,0,3,0,-2.83126300182346e-15,2.83126300182346e-15
2023-01-03 04:00:00,0,22,36,6.3,92,"Chennai",22,0,0,0,4,1,3,0,3,0,-2.82296408471439e-15,2.82296408471439e-15
2023-01-03 05:00:00,0,22.6,41,6.4,92,"Chennai",22.6,0,0,0,5,1,3,0,3,0,-2.8164137688691e-15,2.8164137688691e-15
2023-01-03 06:00:00,0,22.5,28,4.6,93,"Chennai",22.5,0,0,0,6,1,3,0,3,1,-1.56968882336628e-15,1.56968882336628e-15
2023-01-03 07:00:00,50,23.4,51,6.4,92,"Chennai",24.9625,16.0024,15.362304,0.015362304,7,1,3,1,3,1,0.015371355987456,9.05198745599321e-06
2023-01-03 08:00:00,223,25,13,5.2,85,"Chennai",31.96875,69.37084,66.5960064,0.0665960064,8,1,3,1,3,1,0.0668348367383041,0.000238830338304089
2023-01-03 09:00:00,431,26.6,40,7.5,72,"Chennai",40.06875,129.606872,124.42259712,0.12442259712,9,1,3,1,3,1,0.12444138898304,1.87918630399353e-05
2023-01-03 10:00:00,581,27.5,14,13.5,62,"Chennai",45.65625,170.55836,163.7360256,0.1637360256,10,1,3,1,3,1,0.1638348738432,9.88482431998616e-05
2023-01-03 11:00:00,666,27.8,18,15.5,61,"Chennai",48.6125,192.990816,185.27118336,0.18527118336,11,1,3,1,3,1,0.185313221981952,4.20386219520674e-05
2023-01-03 12:00:00,780,27.8,16,16.7,62,"Chennai",52.175,222.46848,213.5697408,0.2135697408,12,1,3,1,3,1,0.213575390838528,5.65003852776025e-06
2023-01-03 13:00:00,748,27.6,15,17.7,62,"Chennai",50.975,214.490496,205.91087616,0.20591087616,13,1,3,1,3,1,0.205932538601216,2.1662441215875e-05
2023-01-03 14:00:00,645,27.4,27,17.7,63,"Chennai",47.55625,187.77756,180.2664576,0.1802664576,14,1,3,1,3,1,0.1801096742784,0.000156783321600157
2023-01-03 15:00:00,525,27,39,16.9,64,"Chennai",43.40625,155.631,149.40576,0.14940576,15,1,3,1,3,1,0.14953576944768,0.000130009447679907
2023-01-03 16:00:00,322,26.5,16,15.7,66,"Chennai",36.5625,98.2744,94.343424,0.094343424,16,1,3,1,3,1,0.0952010866815999,0.000857662681599924
2023-01-03 17:00:00,127,26,9,12.6,72,"Chennai",29.96875,39.83228,38.2389888,0.0382389888,17,1,3,1,3,1,0.038308593344,6.96045439999571e-05
2023-01-03 18:00:00,6,25.4,9,11.4,74,"Chennai",25.5875,1.915488,1.83886848,0.00183886848,18,1,3,1,3,1,0.001835805203712,3.06327628799984e-06
2023-01-03 19:00:00,0,25.1,10,10.9,75,"Chennai",25.1,0,0,0,19,1,3,0,3,0,-2.79221090693227e-15,2.79221090693227e-15
2023-01-03 20:00:00,0,25,12,11.1,75,"Chennai",25,0,0,0,20,1,3,0,3,0,-2.79587464291353e-15,2.79587464291353e-15
2023-01-03 21:00:00,0,24.9,12,10.7,75,"Chennai",24.9,0,0,0,21,1,3,0,3,0,-2.79606893194284e-15,2.79606893194284e-15
2023-01-03 22:00:00,0,24.8,17,10,75,"Chennai",24.8,0,0,0,22,1,3,0,3,0,-2.81444312300039e-15,2.81444312300039e-15
2023-01-03 23:00:00,0,24.6,12,9.3,76,"Chennai",24.6,0,0,0,23,1,3,0,3,0,-2.74480438378077e-15,2.74480438378077e-15
2023-01-04,0,24.4,13,8.2,77,"Chennai",24.4,0,0,0,0,1,4,0,4,0,-2.37090902466264e-15,2.37090902466264e-15
2023-01-04 01:00:00,0,24,16,6.9,79,"Chennai",24,0,0,0,1,1,4,0,4,0,-2.86465295928906e-15,2.86465295928906e-15
2023-01-04 02:00:00,0,23.6,14,6.2,79,"Chennai",23.6,0,0,0,2,1,4,0,4,0,-2.85166334990095e-15,2.85166334990095e-15
2023-01-04 03:00:00,0,22.2,12,8.1,86,"Chennai",22.2,0,0,0,3,1,4,0,4,0,-2.85702017599476e-15,2.85702017599476e-15
2023-01-04 04:00:00,0,22,18,6.6,88,"Chennai",22,0,0,0,4,1,4,0,4,0,-2.88280510574168e-15,2.88280510574168e-15
2023-01-04 05:00:00,0,22.5,18,5.5,91,"Chennai",22.5,0,0,0,5,1,4,0,4,0,-2.8435864773968e-15,2.8435864773968e-15
2023-01-04 06:00:00,0,23,42,3.3,92,"Chennai",23,0,0,0,6,1,4,0,4,1,-1.59386392972749e-15,1.59386392972749e-15
2023-01-04 07:00:00,47,23.9,45,5.4,88,"Chennai",25.36875,15.017816,14.41710336,0.01441710336,7,1,4,1,4,1,0.014401345532416,1.57578275839995e-05
2023-01-04 08:00:00,198,25.5,30,7.1,78,"Chennai",31.6875,61.66512,59.1985152,0.0591985152,8,1,4,1,4,1,0.059209282099712,1.076689971196e-05
2023-01-04 09:00:00,402,26.6,27,13.4,68,"Chennai",39.1625,121.352544,116.49844224,0.11649844224,9,1,4,1,4,1,0.116561919746816,6.34775068160814e-05
2023-01-04 10:00:00,553,27,43,15.9,66,"Chennai",44.28125,163.31196,156.7794816,0.1567794816,10,1,4,1,4,1,0.156727420412416,5.20611875840793e-05
2023-01-04 11:00:00,696,27.2,67,16.1,67,"Chennai",48.95,201.383424,193.32808704,0.19332808704,11,1,4,1,4,1,0.19325767805568,7.04089843199529e-05
2023-01-04 12:00:00,767,27.4,37,16.3,66,"Chennai",51.36875,219.552216,210.77012736,0.21077012736,12,1,4,1,4,1,0.210818978616832,4.88512568321275e-05
2023-01-04 13:00:00,725,27.6,16,16.7,64,"Chennai",50.25625,208.5622,200.219712,0.200219712,13,1,4,1,4,1,0.200234982022401,1.52700224006763e-05
2023-01-04 14:00:00,605,27.5,19,16.3,63,"Chennai",46.40625,177.023,169.94208,0.16994208,14,1,4,1,4,1,0.169928877110016,1.32028899842429e-05
2023-01-04 15:00:00,511,27.2,53,16.3,64,"Chennai",43.16875,151.636184,145.57073664,0.14557073664,15,1,4,1,4,1,0.145824474153984,0.000253737513984026
2023-01-04 16:00:00,331,26.9,73,16.1,64,"Chennai",37.24375,100.732568,96.70326528,0.09670326528,16,1,4,1,4,1,0.097252978261248,0.000549712981248007
2023-01-04 17:00:00,130,26.2,49,13.9,70,"Chennai",30.2625,40.72432,39.0953472,0.0390953472,17,1,4,1,4,1,0.039054400804352,4.09463956479936e-05
2023-01-04 18:00:00,6,26,32,12.6,68,"Chennai",26.1875,1.91088,1.8344448,0.0018344448,18,1,4,1,4,1,0.001852081314304,1.76365143040003e-05
2023-01-04 19:00:00,0,25.9,69,13.4,67,"Chennai",25.9,0,0,0,19,1,4,0,4,0,-2.77144973637178e-15,2.77144973637178e-15
2023-01-04 20:00:00,0,25.8,28,12.8,68,"Chennai",25.8,0,0,0,20,1,4,0,4,0,-2.77389222702595e-15,2.77389222702595e-15
2023-01-04 21:00:00,0,25.5,10,13.6,70,"Chennai",25.5,0,0,0,21,1,4,0,4,0,-2.79892775623125e-15,2.79892775623125e-15
2023-01-04 22:00:00,0,25.5,39,14.5,71,"Chennai",25.5,0,0,0,22,1,4,0,4,0,-2.83614798313181e-15,2.83614798313181e-15
2023-01-04 23:00:00,0,25.4,4,15.3,72,"Chennai",25.4,0,0,0,23,1,4,0,4,0,-2.7524926782263e-15,2.7524926782263e-15
2023-01-05,0,25.3,8,17.5,73,"Chennai",25.3,0,0,0,0,1,5,0,5,0,0.00012622798847792,0.00012622798847792
2023-01-05 01:00:00,0,25.4,18,18.1,71,"Chennai",25.4,0,0,0,1,1,5,0,5,0,-2.48120968215915e-15,2.48120968215915e-15
2023-01-05 02:00:00,0,25.3,19,16.7,69,"Chennai",25.3,0,0,0,2,1,5,0,5,0,-2.56300536349841e-15,2.56300536349841e-15
2023-01-05 03:00:00,0,25.4,14,16.4,68,"Chennai",25.4,0,0,0,3,1,5,0,5,0,-2.5510982215593e-15,2.5510982215593e-15
2023-01-05 04:00:00,0,25.2,12,16.2,70,"Chennai",25.2,0,0,0,4,1,5,0,5,0,-2.60363952619969e-15,2.60363952619969e-15
2023-01-05 05:00:00,0,25.3,12,18,72,"Chennai",25.3,0,0,0,5,1,5,0,5,0,-2.47765696848035e-15,2.47765696848035e-15
2023-01-05 06:00:00,0,25.6,15,17.3,68,"Chennai",25.6,0,0,0,6,1,5,0,5,1,6.03372441457257e-06,6.03372441457257e-06
2023-01-05 07:00:00,50,26,18,18.3,69,"Chennai",27.5625,15.836,15.20256,0.01520256,7,1,5,1,5,1,0.015228665503744,2.61055037439773e-05
2023-01-05 08:00:00,230,27,11,20.2,65,"Chennai",34.1875,70.8952,68.059392,0.068059392,8,1,5,1,5,1,0.0680642520821759,4.86008217591427e-06
2023-01-05 09:00:00,430,27.6,16,21.9,61,"Chennai",41.0375,128.77296,123.6220416,0.1236220416,9,1,5,1,5,1,0.123668420925184,4.63793251839206e-05
2023-01-05 10:00:00,605,28.1,16,22.2,60,"Chennai",47.00625,176.55836,169.4960256,0.1694960256,10,1,5,1,5,1,0.169503192038656,7.16643865553146e-06
2023-01-05 11:00:00,722,28.4,13,21.7,59,"Chennai",50.9625,207.046496,198.76463616,0.19876463616,11,1,5,1,5,1,0.198760436451329,4.19970867118757e-06
2023-01-05 12:00:00,760,28.5,17,20.8,59,"Chennai",52.25,216.6912,208.023552,0.208023552,12,1,5,1,5,1,0.208041068176896,1.75161768960763e-05
2023-01-05 13:00:00,763,28.5,43,20.8,60,"Chennai",52.34375,217.455,208.7568,0.2087568,13,1,5,1,5,1,0.208785435849472,2.86358494722416e-05
2023-01-05 14:00:00,692,28.1,97,20.6,62,"Chennai",49.725,199.539584,191.55800064,0.19155800064,14,1,5,1,5,1,0.1915204038976,3.75967423999479e-05
2023-01-05 15:00:00,543,27.6,95,19.7,65,"Chennai",44.56875,160.158936,153.75257856,0.15375257856,15,1,5,1,5,1,0.153827419662336,7.4841102336215e-05
2023-01-05 16:00:00,349,27.1,92,19.4,67,"Chennai",38.00625,105.869848,101.63505408,0.10163505408,16,1,5,1,5,1,0.10161723201024,1.78220697600595e-05
2023-01-05 17:00:00,132,26.7,10,16.9,71,"Chennai",30.825,41.255808,39.60557568,0.03960557568,17,1,5,1,5,1,0.03957481917312,3.07565068799892e-05
2023-01-05 18:00:00,6,26.1,29,16.8,74,"Chennai",26.2875,1.910112,1.83370752,0.00183370752,18,1,5,1,5,1,0.00183834433664,4.6368166399999e-06
2023-01-05 19:00:00,0,25.9,26,16.8,75,"Chennai",25.9,0,0,0,19,1,5,0,5,0,-2.6187663149102e-15,2.6187663149102e-15
2023-01-05 20:00:00,0,25.5,10,16.4,77,"Chennai",25.5,0,0,0,20,1,5,0,5,0,-2.62304067355501e-15,2.62304067355501e-15
2023-01-05 21:00:00,0,25.3,15,15.4,79,"Chennai",25.3,0,0,0,21,1,5,0,5,0,-2.82901480019859e-15,2.82901480019859e-15
2023-01-05 22:00:00,0,25.1,17,15.3,79,"Chennai",25.1,0,0,0,22,1,5,0,5,0,-2.83509327125842e-15,2.83509327125842e-15
2023-01-05 23:00:00,0,25,18,14.6,80,"Chennai",25,0,0,0,23,1,5,0,5,0,-2.79196110675173e-15,2.79196110675173e-15
2023-01-06,0,24.8,22,15.4,81,"Chennai",24.8,0,0,0,0,1,6,0,6,0,-2.36435870881735e-15,2.36435870881735e-15
2023-01-06 01:00:00,0,24.6,32,16.5,80,"Chennai",24.6,0,0,0,1,1,6,0,6,0,-2.64088750867586e-15,2.64088750867586e-15
2023-01-06 02:00:00,0,24.4,17,14.8,79,"Chennai",24.4,0,0,0,2,1,6,0,6,0,-2.8434199439431e-15,2.8434199439431e-15
2023-01-06 03:00:00,0,24.4,37,15.9,78,"Chennai",24.4,0,0,0,3,1,6,0,6,0,-2.75776623759327e-15,2.75776623759327e-15
2023-01-06 04:00:00,0,24.5,65,15.1,74,"Chennai",24.5,0,0,0,4,1,6,0,6,0,-2.84558487884112e-15,2.84558487884112e-15
2023-01-06 05:00:00,0,24.4,34,13.2,77,"Chennai",24.4,0,0,0,5,1,6,0,6,0,-2.87370127693976e-15,2.87370127693976e-15
2023-01-06 06:00:00,0,25,90,14.9,74,"Chennai",25,0,0,0,6,1,6,0,6,1,-1.64304680971838e-15,1.64304680971838e-15
2023-01-06 07:00:00,37,25.8,58,16.6,71,"Chennai",26.95625,11.747352,11.27745792,0.01127745792,7,1,6,1,6,1,0.011316436864256,3.89789442560122e-05
2023-01-06 08:00:00,179,26.6,84,20.9,67,"Chennai",32.19375,55.631768,53.40649728,0.05340649728,8,1,6,1,6,1,0.053428544240128,2.20469601280096e-05
2023-01-06 09:00:00,425,27.3,25,22.5,64,"Chennai",40.58125,127.5238,122.422848,0.122422848,9,1,6,1,6,1,0.122454837589504,3.19895895039141e-05
2023-01-06 10:00:00,589,27.8,27,23.7,62,"Chennai",46.20625,172.492184,165.59249664,0.16559249664,10,1,6,1,6,1,0.165622123679232,2.96270392321496e-05
2023-01-06 11:00:00,710,28,43,24.5,61,"Chennai",50.1875,204.3096,196.137216,0.196137216,11,1,6,1,6,1,0.196173524219392,3.63082193916564e-05
2023-01-06 12:00:00,767,28,95,24.2,62,"Chennai",51.96875,218.96316,210.2046336,0.2102046336,12,1,6,1,6,1,0.210221968008192,1.73344081920435e-05
2023-01-06 13:00:00,737,28.1,84,23.7,61,"Chennai",51.13125,211.188824,202.74127104,0.20274127104,13,1,6,1,6,1,0.202739305698048,1.96534195226472e-06
2023-01-06 14:00:00,680,27.8,61,22.9,61,"Chennai",49.05,196.66688,188.8002048,0.1888002048,14,1,6,1,6,1,0.188847460726784,4.7255926784423e-05
2023-01-06 15:00:00,523,27.4,80,21.2,63,"Chennai",43.74375,154.812184,148.61969664,0.14861969664,15,1,6,1,6,1,0.148667252448,4.75558079997829e-05
2023-01-06 16:00:00,345,26.7,83,19.4,64,"Chennai",37.48125,104.88828,100.6927488,0.1006927488,16,1,6,1,6,1,0.100803585199616,0.000110836399616135
2023-01-06 17:00:00,129,26,78,17.8,72,"Chennai",30.03125,40.44924,38.8312704,0.0388312704,17,1,6,1,6,1,0.038809702324736,2.1568075264003e-05
2023-01-06 18:00:00,7,25.5,85,16.6,74,"Chennai",25.71875,2.23356,2.1442176,0.0021442176,18,1,6,1,6,1,0.002133753272832,1.0464327168001e-05
2023-01-06 19:00:00,0,25.4,29,16.1,74,"Chennai",25.4,0,0,0,19,1,6,0,6,0,-2.67066924131143e-15,2.67066924131143e-15
2023-01-06 20:00:00,0,25.4,20,15.6,75,"Chennai",25.4,0,0,0,20,1,6,0,6,0,-2.83748025076136e-15,2.83748025076136e-15
2023-01-06 21:00:00,0,25.2,23,14.8,75,"Chennai",25.2,0,0,0,21,1,6,0,6,0,-2.84824941410022e-15,2.84824941410022e-15
2023-01-06 22:00:00,0,25,33,14.3,76,"Chennai",25,0,0,0,22,1,6,0,6,0,-2.85851897707801e-15,2.85851897707801e-15
2023-01-06 23:00:00,0,24.9,14,14.3,76,"Chennai",24.9,0,0,0,23,1,6,0,6,0,-2.79293255189828e-15,2.79293255189828e-15
2023-01-07,0,24.7,30,13.8,77,"Chennai",24.7,0,0,0,0,1,7,0,7,0,-2.38956077147634e-15,2.38956077147634e-15
2023-01-07 01:00:00,0,24.6,31,14,76,"Chennai",24.6,0,0,0,1,1,7,0,7,0,-2.85826917689747e-15,2.85826917689747e-15
2023-01-07 02:00:00,0,24.8,39,14.8,75,"Chennai",24.8,0,0,0,2,1,7,0,7,0,-2.84264278782587e-15,2.84264278782587e-15
2023-01-07 03:00:00,0,24.8,26,14.8,75,"Chennai",24.8,0,0,0,3,1,7,0,7,0,-2.84958168172977e-15,2.84958168172977e-15
2023-01-07 04:00:00,0,24.6,15,14.8,76,"Chennai",24.6,0,0,0,4,1,7,0,7,0,-2.84650081283644e-15,2.84650081283644e-15
2023-01-07 05:00:00,0,24.1,15,13.3,83,"Chennai",24.1,0,0,0,5,1,7,0,7,0,-2.86318191378143e-15,2.86318191378143e-15
2023-01-07 06:00:00,0,24.5,18,14.1,79,"Chennai",24.5,0,0,0,6,1,7,0,7,1,-1.65323310596932e-15,1.65323310596932e-15
2023-01-07 07:00:00,48,25.2,12,14.1,75,"Chennai",26.7,15.255552,14.64532992,0.01464532992,7,1,7,1,7,1,0.014677815563008,3.24856430080362e-05
2023-01-07 08:00:00,227,26.5,10,17.2,66,"Chennai",33.59375,70.143,67.33728,0.06733728,8,1,7,1,7,1,0.067310584280064,2.66957199360207e-05
2023-01-07 09:00:00,429,27.4,5,18.3,64,"Chennai",40.80625,128.600472,123.45645312,0.12345645312,9,1,7,1,7,1,0.123520432066048,6.39789460478574e-05
2023-01-07 10:00:00,609,27.8,23,19.6,62,"Chennai",46.83125,177.862104,170.74761984,0.17074761984,10,1,7,1,7,1,0.170777869857024,3.02500170238362e-05
2023-01-07 11:00:00,730,28,22,20.9,62,"Chennai",50.8125,209.4808,201.101568,0.201101568,11,1,7,1,7,1,0.201052699499776,4.88685002241473e-05
2023-01-07 12:00:00,770,28,28,21.6,62,"Chennai",52.0625,219.7272,210.938112,0.210938112,12,1,7,1,7,1,0.210982827605248,4.47156052479358e-05
2023-01-07 13:00:00,713,27.9,15,21.4,62,"Chennai",50.18125,205.178584,196.97144064,0.19697144064,13,1,7,1,7,1,0.19699666185856,2.52212185600231e-05
2023-01-07 14:00:00,623,27.4,24,21.9,64,"Chennai",46.86875,181.920984,174.64414464,0.17464414464,14,1,7,1,7,1,0.174689879992064,4.57353520635917e-05
2023-01-07 15:00:00,477,26.4,21,22.3,69,"Chennai",41.30625,142.684056,136.97669376,0.13697669376,15,1,7,1,7,1,0.136949519370752,2.71743892480691e-05
2023-01-07 16:00:00,312,25.8,6,19.5,72,"Chennai",35.55,95.626752,91.80168192,0.09180168192,16,1,7,1,7,1,0.0916412317404161,0.000160450179583868
2023-01-07 17:00:00,128,25.1,8,17.6,77,"Chennai",29.1,40.288256,38.67672576,0.03867672576,17,1,7,1,7,1,0.038687798605312,1.10728453119671e-05
2023-01-07 18:00:00,7,24.8,46,13.4,78,"Chennai",25.01875,2.239832,2.15023872,0.00215023872,18,1,7,1,7,1,0.00214249543552,7.74328448000221e-06
2023-01-07 19:00:00,0,24.7,32,11.8,78,"Chennai",24.7,0,0,0,19,1,7,0,7,0,-2.86456969256221e-15,2.86456969256221e-15
2023-01-07 20:00:00,0,24.5,21,10.9,81,"Chennai",24.5,0,0,0,20,1,7,0,7,0,-2.86556889328438e-15,2.86556889328438e-15
2023-01-07 21:00:00,0,24.4,17,9.8,82,"Chennai",24.4,0,0,0,21,1,7,0,7,0,-2.86673462746023e-15,2.86673462746023e-15
2023-01-07 22:00:00,0,24,49,9.3,83,"Chennai",24,0,0,0,22,1,7,0,7,0,-2.8675672947287e-15,2.8675672947287e-15
2023-01-07 23:00:00,0,23.6,18,7.9,86,"Chennai",23.6,0,0,0,23,1,7,0,7,0,-2.82504575288556e-15,2.82504575288556e-15
2023-01-08,0,23.2,10,6,89,"Chennai",23.2,0,0,0,0,1,8,0,8,0,-2.37496133870252e-15,2.37496133870252e-15
2023-01-08 01:00:00,0,22.5,10,5.2,92,"Chennai",22.5,0,0,0,1,1,8,0,8,0,-2.76434430901418e-15,2.76434430901418e-15
2023-01-08 02:00:00,0,22.2,11,5.4,92,"Chennai",22.2,0,0,0,2,1,8,0,8,0,-2.79345990783497e-15,2.79345990783497e-15
